date,region,product,units_sold,unit_price
2024-10-07,North,Headset,38,214.47
2023-03-18,North,Keyboard,13,722.97
2024-03-30,South,Keyboard,22,106.8
2024-04-17,North,Mouse,37,352.19
2024-02-09,West,Keyboard,25,549.74
2023-06-26,East,Mouse,12,227.24
2024-04-01,South,Keyboard,40,499.15
2023-09-09,East,Laptop,27,707.4
2024-05-05,North,Keyboard,18,312.58
2024-03-05,South,Camera,34,206.83
2024-07-10,North,Laptop,23,388.95
2024-05-11,East,Headset,33,264.07
2023-10-04,South,Keyboard,21,481.72
2023-01-31,East,Keyboard,31,428.25
2024-08-21,South,Mouse,7,205.81
2023-09-04,East,Headset,4,613.6
2023-08-13,West,Monitor,12,149.12
2024-08-29,East,Camera,23,732.04
2024-01-19,East,Monitor,-3,120.00
2023-01-29,East,Headset,37,122.26
2023-07-12,West,Headset,20,148.69
2023-02-08,North,Keyboard,15,485.31
2023-01-21,West,Keyboard,22,735.14
2023-07-26,South,Monitor,12,735.84
2023-11-28,North,Keyboard,10,473.42
2023-05-26,North,Headset,24,768.84
2024-01-18,West,Headset,7,275.88
2023-11-27,South,Mouse,28,635.56
2024-05-13,East,Mouse,36,557.91
2024-09-20,East,Mouse,38,653.42
2024-01-23,East,Camera,19,110.61
2023-01-02,West,Headset,3,153.84
2023-11-22,South,Camera,37,92.25
2024-05-23,South,Monitor,5,198.02
2023-11-24,South,Camera,6,659.11
2024-11-17,East,Laptop,1,219.52
2023-09-13,North,Monitor,17,631.75
2023-01-02,North,Laptop,29,588.74
2023-06-20,West,Laptop,25,287.47
2024-01-20,North,Laptop,37,524.27
2024-12-04,South,Mouse,29,68.23
2023-02-04,East,Keyboard,21,216.29
2023-04-18,North,Monitor,11,711.47
2024-01-20,West,Keyboard,10,
2023-06-14,North,Headset,6,276.98
2024-09-20,West,Camera,2,350.75
2024-10-31,South,Headset,28,134.11
2023-04-14,East,Mouse,13,333.33
2024-07-21,East,Camera,19,244.95
2023-04-09,North,Laptop,37,444.23
2024-05-17,South,Keyboard,24,13.01
2023-03-31,East,Camera,39,389.46
2023-04-10,North,Mouse,11,514.17
2023-03-25,West,Keyboard,20,630.05
2024-04-27,West,Camera,17,82.0
2024-07-11,West,Mouse,24,709.54
2024-01-14,South,Laptop,3,218.0
2024-04-21,East,Mouse,18,455.75
2023-06-04,North,Keyboard,23,648.46
2024-02-28,South,Headset,4,674.23
2024-06-19,West,Headset,31,462.44
2023-08-30,West,Monitor,6,321.9
2023-02-05,South,Keyboard,29,146.57
2023-06-21,South,Mouse,9,43.71
2023-03-22,West,Mouse,10,668.95
2023-09-22,East,Camera,5,78.75
2024-07-23,West,Headset,21,686.73
2024-06-16,West,Keyboard,40,474.19
hello,this,is,not,valid
2024-03-05,North,Laptop,10,127.08
2024-08-25,North,Keyboard,37,625.84
2023-10-20,East,Laptop,17,312.6
2024-05-12,West,Keyboard,12,227.58
2024-01-21,North,Keyboard,10
2023-05-28,West,Keyboard,26,712.76
2023-12-06,South,Keyboard,31,737.46
2024-01-17,North,Monitor,20,255.65
2024-05-18,North,Mouse,9,247.38
2024-03-29,East,Monitor,27,487.93
2023-04-02,South,Laptop,14,731.61
2024-02-21,West,Headset,24,658.6
2024-06-11,South,Keyboard,20,570.56
2024-02-18,South,Headset,37,32.87
2023-07-17,South,Keyboard,16,36.13
2023-02-21,East,Camera,13,226.44
2024-04-20,West,Camera,8,548.13
2023-09-05,East,Laptop,39,362.42
2024-04-30,East,Monitor,11,671.75
2023-09-22,North,Monitor,2,315.39
2023-06-16,South,Mouse,15,545.38
2023-10-03,West,Headset,2,693.06
2024-11-29,North,Laptop,9,521.42
2024-09-07,North,Mouse,17,490.59
2023-11-09,East,Laptop,25,682.75
2024-04-15,East,Mouse,30,248.69
2024-06-17,West,Headset,7,15.8
2024-11-09,East,Headset,39,491.15
2023-11-02,North,Laptop,5,275.66
2023-10-11,East,Monitor,17,528.33
2024-10-29,East,Mouse,10,418.66
2023-09-04,North,Headset,26,531.82
2024-11-28,South,Camera,2,527.77
2023-10-30,East,Laptop,26,316.74
2023-02-06,South,Monitor,15,552.19
2024-10-15,West,Camera,23,410.78
2023-06-24,South,Monitor,7,381.92
2023-09-22,South,Camera,22,527.0
2023-08-16,East,Mouse,20,342.17
2023-12-06,East,Monitor,38,242.3
2023-05-01,West,Keyboard,38,468.45
2024-09-27,North,Laptop,13,405.38
2024-11-28,West,Headset,20,336.35
2023-06-04,South,Mouse,22,333.26
2024-08-06,West,Mouse,21,691.29
2023-07-04,North,Laptop,22,508.52
2023-07-01,East,Camera,4,13.72
2023-10-08,South,Mouse,37,613.94
2024-05-16,North,Mouse,40,352.63
2024-03-15,West,Laptop,31,312.82
2023-02-08,South,Camera,24,760.55
2023-11-26,South,Keyboard,1,505.08
2023-09-12,South,Camera,23,256.55
2023-04-16,West,Headset,38,251.83
2023-03-08,North,Monitor,19,370.18
2024-06-16,East,Laptop,9,280.76
2024-05-16,East,Mouse,11,758.99
2024-02-18,North,Mouse,15,584.46
2023-05-15,South,Camera,2,475.86
2023-06-23,North,Monitor,3,306.4
2024-10-17,East,Headset,40,48.38
2023-02-19,North,Camera,2,48.11
2023-04-29,West,Laptop,25,107.64
2023-09-16,West,Camera,10,172.34
2024-12-03,North,Monitor,27,532.72
2024-11-09,East,Headset,39,563.57
2024-03-04,North,Headset,40,103.01
2023-04-27,North,Laptop,13,491.11
2023-09-27,South,Monitor,27,243.33
2023-02-10,West,Mouse,31,271.18
2023-01-03,North,Camera,6,726.44
2024-08-10,West,Mouse,6,625.83
2023-03-18,North,Monitor,15,370.83
2023-10-31,East,Laptop,4,88.85
2024-01-18,,Keyboard,10,25.50
2023-06-28,North,Monitor,24,643.26
2023-11-17,West,Camera,8,85.05
2023-02-16,North,Mouse,11,269.64
2024-03-24,East,Camera,6,304.37
2023-12-17,South,Keyboard,26,326.2
2024-04-12,East,Laptop,31,641.92
2024-10-26,South,Keyboard,9,559.97
2023-03-02,South,Keyboard,27,729.87
2024-05-09,West,Mouse,40,310.0
2024-01-03,North,Camera,9,391.63
2024-05-14,North,Laptop,29,46.32
2023-09-25,East,Keyboard,34,616.35
2024-08-13,South,Camera,22,420.09
2024-12-05,North,Laptop,16,390.72
2024-11-10,West,Mouse,36,714.73
2024-09-19,North,Keyboard,11,409.4
2024-04-25,West,Mouse,5,603.63
2023-11-25,South,Monitor,18,49.78
2023-08-17,West,Laptop,16,72.28
2024-03-30,West,Keyboard,32,363.18
2023-05-02,West,Camera,2,91.09
2024-02-27,North,Headset,36,10.13
2023-04-04,East,Headset,36,173.41
2024-11-18,West,Monitor,24,662.0
2024-01-18,North,Mouse,abc,15.00
2023-08-17,West,Monitor,36,616.26
2024-09-06,West,Camera,24,575.57
2023-04-27,North,Camera,15,11.74
2023-12-30,East,Headset,34,305.37
2023-04-19,North,Mouse,32,120.95
2024-02-24,North,Monitor,40,164.78
2023-05-04,West,Mouse,30,661.4
2023-07-15,East,Keyboard,27,46.74
2024-10-10,North,Laptop,30,530.18
2024-05-31,South,Laptop,1,428.99
2023-02-19,West,Headset,31,740.25
2023-07-01,South,Camera,9,91.81
2024-11-04,East,Headset,25,340.75
2024-09-15,South,Monitor,26,771.24
2023-10-29,West,Mouse,9,336.07
2024-12-17,East,Camera,36,689.96
2024-12-29,South,Mouse,14,503.09
2023-10-25,East,Camera,9,785.26
2024-10-27,South,Headset,35,558.51
2023-11-27,North,Monitor,36,389.49
2024-08-07,West,Camera,35,235.88
2024-03-08,North,Headset,7,29.96
2023-05-29,North,Camera,4,167.92
2023-06-14,East,Camera,17,125.68
2024-01-19,South,,12,25.50
2023-03-05,East,Mouse,35,35.52
2024-04-08,North,Headset,36,693.22
2024-10-24,West,Mouse,33,629.6
2024-12-13,East,Camera,4,741.92
2024-02-01,West,Camera,21,773.01
2023-02-25,North,Camera,17,170.44
2024-03-29,South,Camera,24,606.54
2024-07-13,South,Camera,13,242.4
2023-07-01,North,Mouse,12,590.71
2023-05-03,West,Keyboard,28,230.5
2023-09-28,South,Mouse,38,678.35
2023-01-06,East,Laptop,10,41.55
2023-11-27,North,Camera,40,676.08
2023-11-05,West,Headset,36,292.89
2024-12-25,East,Headset,15,766.02
2024-06-17,North,Headset,11,338.59
2024-07-03,West,Keyboard,23,184.75
2023-08-07,East,Monitor,24,241.92
2024-09-25,West,Headset,1,100.63
2023-12-21,West,Mouse,40,735.7
2023-09-07,North,Camera,21,311.28
2023-04-27,West,Monitor,35,581.94
2023-01-26,East,Headset,33,361.99
2023-02-14,East,Camera,13,263.05
2024-01-19,East,Monitor,-3,120.00
2023-03-26,North,Mouse,35,431.23
2024-10-03,North,Mouse,14,693.31
2024-03-10,North,Mouse,35,664.71
2024-03-21,North,Camera,10,28.76
2023-12-06,North,Keyboard,5,52.87
2023-09-15,North,Headset,15,729.68
2024-02-22,West,Laptop,26,352.09
2023-01-18,West,Camera,8,432.52
2024-10-18,North,Camera,38,45.96
2023-03-16,East,Headset,7,238.97
2024-12-03,East,Headset,6,232.4
2024-03-24,West,Laptop,2,384.45
2024-06-30,South,Mouse,26,639.45
2024-07-12,East,Camera,10,245.46
2024-10-25,East,Keyboard,36,701.07
2023-05-25,North,Keyboard,1,462.45
2024-02-08,North,Monitor,14,601.15
2023-12-19,South,Laptop,33,122.54
2023-07-08,South,Headset,17,163.52
2023-07-05,North,Headset,30,519.29
2023-03-16,East,Camera,5,208.04
2023-07-22,West,Monitor,23,111.29
2024-11-02,South,Keyboard,19,499.42
2023-07-18,East,Laptop,29,269.39
2024-01-20,West,Keyboard,10,
2024-11-06,East,Camera,38,130.39
2024-08-03,East,Monitor,28,143.23
2023-11-17,South,Mouse,28,228.58
2024-01-04,South,Camera,22,703.53
2024-04-18,West,Monitor,20,394.71
2023-04-22,South,Camera,39,74.76
2023-10-15,South,Headset,13,217.96
2024-10-03,North,Camera,5,714.76
2024-06-03,North,Headset,38,330.06
2024-08-27,South,Keyboard,36,215.89
2024-07-06,West,Camera,10,299.0
2023-08-17,East,Mouse,30,405.89
2023-04-03,West,Monitor,33,18.37
2023-09-02,South,Headset,9,362.51
2023-07-03,South,Camera,31,751.95
2023-02-11,South,Laptop,15,59.66
2024-01-14,South,Keyboard,14,419.13
2024-01-05,West,Laptop,30,706.43
2023-02-10,East,Keyboard,34,510.52
2023-10-08,East,Headset,35,460.43
2024-01-21,West,Monitor,38,526.14
2023-03-21,East,Laptop,15,417.93
2023-12-28,East,Laptop,31,710.87
2023-01-07,South,Laptop,11,191.69
hello,this,is,not,valid
2024-06-10,East,Mouse,10,157.66
2024-01-06,North,Camera,15,337.54
2023-12-05,North,Laptop,31,388.43
2024-08-27,South,Camera,27,27.73
2024-01-21,North,Keyboard,10
2023-02-14,South,Headset,38,137.29
2024-10-06,North,Headset,10,54.17
2023-09-22,South,Headset,26,483.49
2024-07-31,North,Camera,19,758.33
2023-08-10,West,Headset,31,695.17
2023-06-24,South,Laptop,39,122.74
2024-08-19,South,Headset,33,218.97
2024-12-03,East,Laptop,39,476.57
2023-08-24,West,Laptop,9,95.77
2023-07-27,West,Mouse,39,86.08
2024-05-02,North,Headset,33,604.38
2023-04-06,West,Camera,9,722.57
2024-07-06,North,Camera,28,422.41
2024-01-15,North,Camera,34,348.88
2024-05-08,West,Monitor,38,645.65
2024-12-14,North,Laptop,9,211.07
2023-08-27,North,Monitor,39,702.65
2024-02-23,East,Mouse,1,570.23
2023-01-08,North,Headset,1,306.27
2023-07-30,East,Laptop,24,94.2
2024-03-12,East,Monitor,35,344.61
2024-01-10,East,Camera,26,606.43
2024-02-28,West,Mouse,24,451.68
2024-05-10,East,Monitor,37,282.04
2024-12-23,West,Camera,9,685.45
2024-11-06,North,Camera,15,362.81
2024-12-17,South,Keyboard,14,411.59
2023-12-13,North,Mouse,25,772.01
2023-01-06,North,Mouse,31,741.43
2024-03-21,North,Keyboard,17,185.2
2023-03-23,North,Camera,25,745.24
2024-02-15,East,Camera,39,55.4
2023-06-29,West,Laptop,1,169.35
2024-11-03,East,Mouse,3,629.33
2024-06-06,South,Headset,11,542.48
2024-01-04,South,Camera,1,780.76
2023-03-30,East,Laptop,23,539.03
2024-02-20,South,Headset,1,592.17
2023-03-12,North,Headset,19,583.65
2024-07-26,East,Monitor,18,188.77
2023-07-19,West,Laptop,37,13.67
2023-06-29,West,Headset,7,451.32
2024-05-30,East,Monitor,8,644.32
2023-09-21,East,Camera,29,773.18
2024-07-30,West,Mouse,22,769.38
2024-04-14,West,Headset,2,390.76
2023-09-22,North,Laptop,15,544.76
2023-08-24,East,Laptop,23,418.04
2023-01-10,East,Mouse,19,83.48
2024-11-20,East,Keyboard,36,745.8
2024-05-02,East,Monitor,14,716.51
2023-10-03,South,Camera,13,404.21
2023-07-24,South,Camera,16,699.47
2023-07-31,South,Mouse,16,670.7
2023-12-31,South,Keyboard,8,736.95
2024-11-23,West,Headset,1,613.75
2024-07-08,North,Laptop,24,500.33
2024-05-19,East,Laptop,12,787.67
2024-06-07,East,Laptop,15,602.63
2023-05-12,North,Headset,28,387.87
2024-07-07,North,Headset,23,321.04
2024-12-03,South,Laptop,8,561.61
2024-04-16,East,Camera,1,19.34
2023-08-04,West,Headset,7,267.09
2024-09-19,East,Mouse,36,217.65
2023-10-03,West,Headset,22,299.08
2024-05-25,West,Mouse,27,563.56
2024-01-17,East,Laptop,18,366.08
2024-08-08,South,Headset,15,653.21
2024-01-18,,Keyboard,10,25.50
2023-10-04,South,Headset,28,686.48
2023-07-20,South,Camera,10,383.66
2023-01-10,South,Laptop,32,116.23
2024-10-07,East,Laptop,20,208.27
2024-08-04,North,Laptop,7,555.53
2023-03-03,South,Monitor,31,672.79
2023-04-09,West,Camera,22,215.22
2024-01-04,East,Monitor,2,335.29
2023-12-26,South,Headset,37,523.39
2024-07-05,South,Monitor,23,266.82
2024-06-06,West,Camera,29,712.81
2024-01-26,East,Laptop,10,695.92
2024-10-17,East,Laptop,40,461.59
2023-03-15,North,Mouse,22,190.29
2023-11-21,East,Camera,18,488.25
2024-02-09,East,Laptop,24,600.84
2024-06-17,West,Laptop,11,155.27
2023-01-24,South,Camera,16,533.0
2024-12-18,North,Mouse,11,323.67
2023-04-08,North,Laptop,36,52.52
2024-02-11,North,Keyboard,17,498.3
2023-03-28,West,Monitor,15,205.44
2023-10-18,West,Camera,9,113.71
2023-06-24,North,Keyboard,23,689.69
2024-01-18,North,Mouse,abc,15.00
2023-11-30,West,Laptop,35,748.54
2024-07-15,West,Mouse,35,149.86
2024-09-03,West,Camera,37,353.63
2024-10-17,East,Monitor,31,436.34
2023-04-02,West,Monitor,24,335.64
2023-06-09,East,Keyboard,1,423.42
2023-05-20,East,Monitor,31,432.73
2024-12-05,West,Laptop,20,17.21
2024-03-16,East,Headset,15,639.45
2024-07-15,East,Mouse,27,706.91
2024-03-23,West,Mouse,11,574.8
2024-10-23,West,Laptop,15,217.75
2024-03-08,South,Headset,40,647.98
2024-12-02,East,Monitor,35,648.96
2024-02-27,South,Keyboard,12,117.93
2023-04-24,West,Headset,29,224.99
2024-09-29,West,Mouse,21,25.32
2023-02-20,North,Mouse,7,232.87
2023-05-09,West,Camera,1,193.92
2023-06-04,North,Laptop,14,280.11
2023-11-16,West,Monitor,30,560.58
2023-02-02,East,Keyboard,10,54.27
2024-02-06,North,Headset,31,153.47
2023-09-14,West,Keyboard,8,779.93
2024-01-19,South,,12,25.50
2023-09-12,West,Laptop,16,592.72
2023-02-04,South,Laptop,7,421.7
2023-08-02,West,Laptop,20,749.61
2023-06-12,North,Camera,36,421.53
2023-09-17,West,Camera,20,166.99
2023-02-23,South,Keyboard,16,510.0
2023-11-29,North,Mouse,18,471.91
2024-02-10,South,Keyboard,3,469.05
2024-12-08,West,Camera,39,132.44
2023-04-02,South,Mouse,32,82.21
2024-09-25,East,Camera,4,57.22
2024-10-22,South,Camera,35,635.26
2023-05-09,West,Mouse,21,785.52
2024-10-22,East,Laptop,13,26.87
2024-01-22,East,Camera,9,208.05
2023-02-10,West,Camera,29,451.63
2024-07-09,West,Mouse,37,157.44
2023-12-23,East,Camera,30,227.51
2024-09-05,South,Keyboard,34,132.47
2023-10-30,East,Headset,24,368.72
2024-10-15,West,Camera,12,707.52
2024-09-26,East,Headset,16,263.35
2023-03-06,West,Mouse,34,549.75
2024-07-18,South,Headset,19,264.85
2024-01-19,East,Monitor,-3,120.00
2024-10-18,East,Keyboard,7,423.33
2023-03-10,North,Mouse,12,700.06
2023-07-26,North,Laptop,13,88.02
2024-08-07,West,Camera,32,425.4
2024-12-19,East,Keyboard,24,184.37
2023-03-14,North,Mouse,32,743.44
2023-03-23,West,Camera,4,295.13
2024-03-01,East,Camera,4,660.68
2023-09-30,North,Camera,5,669.22
2023-03-21,South,Headset,7,89.97
2023-08-25,West,Mouse,13,425.69
2023-09-12,South,Headset,36,338.0
2023-04-19,East,Camera,30,565.01
2024-03-13,North,Mouse,12,444.47
2024-05-31,East,Camera,11,431.78
2024-09-06,West,Monitor,21,444.56
2023-11-29,East,Laptop,28,662.66
2023-11-28,South,Headset,35,179.0
2024-07-17,East,Monitor,29,363.52
2024-02-11,North,Camera,3,786.54
2024-09-02,North,Headset,9,794.8
2023-11-06,North,Monitor,15,179.71
2023-11-19,North,Camera,18,736.1
2024-06-07,South,Keyboard,3,373.69
2024-01-20,West,Keyboard,10,
2023-06-09,South,Monitor,24,712.8
2023-09-13,South,Monitor,20,82.61
2024-02-14,South,Camera,5,581.63
2024-05-09,South,Laptop,37,657.42
2023-04-08,East,Keyboard,37,311.42
2023-02-27,East,Monitor,28,339.05
2023-05-04,South,Camera,39,743.64
2024-10-11,West,Keyboard,20,424.26
2023-11-23,South,Monitor,33,561.24
2023-06-06,North,Camera,26,777.12
2024-09-01,North,Mouse,28,238.93
2024-02-08,South,Mouse,22,75.21
2024-08-08,North,Headset,26,217.42
2024-02-13,West,Camera,9,612.01
2024-05-07,South,Laptop,26,525.28
2023-07-20,South,Mouse,5,220.34
2024-03-16,East,Camera,37,80.78
2024-11-18,West,Laptop,24,285.16
2023-11-25,East,Headset,2,618.05
2023-06-23,East,Headset,29,502.31
2024-03-27,North,Mouse,13,551.43
2023-06-09,North,Keyboard,4,202.01
2024-09-27,South,Monitor,1,281.18
2023-04-24,East,Laptop,31,27.97
hello,this,is,not,valid
2023-08-03,South,Mouse,35,423.38
2023-09-22,West,Headset,10,559.11
2024-11-15,North,Laptop,38,725.77
2024-06-23,North,Monitor,11,57.49
2024-01-21,North,Keyboard,10
2023-07-25,East,Keyboard,30,527.26
2023-01-09,North,Laptop,18,533.76
2024-11-06,East,Keyboard,2,241.07
2024-10-26,West,Mouse,25,411.75
2024-12-27,North,Monitor,32,694.75
2024-06-28,North,Mouse,13,405.51
2024-04-13,North,Keyboard,16,738.59
2023-11-09,East,Laptop,26,598.07
2023-01-19,East,Camera,23,290.75
2023-11-06,South,Headset,18,651.4
2024-10-02,East,Laptop,2,755.87
2023-10-14,South,Mouse,22,718.77
2024-11-03,South,Keyboard,25,421.37
2024-11-25,South,Laptop,16,462.59
2024-03-12,East,Headset,22,364.84
2023-05-15,South,Camera,9,469.01
2024-12-01,South,Mouse,20,553.94
2024-06-20,South,Laptop,10,528.42
2024-08-01,South,Monitor,5,450.3
2023-05-02,South,Monitor,10,584.39
2023-11-23,West,Laptop,20,359.97
2024-10-14,East,Mouse,13,94.35
2023-07-09,North,Headset,40,220.82
2024-08-03,South,Headset,15,192.42
2023-01-27,East,Keyboard,31,115.93
2024-09-11,West,Camera,24,155.34
2024-02-01,West,Laptop,9,139.39
2023-08-20,North,Laptop,1,741.09
2024-02-27,South,Camera,13,608.64
2023-03-09,South,Laptop,40,397.05
2023-11-29,West,Mouse,28,329.84
2023-02-12,West,Camera,21,321.38
2024-08-08,North,Headset,7,366.77
2023-02-13,South,Headset,35,322.53
2023-02-10,West,Headset,4,159.98
2024-03-26,West,Monitor,19,374.46
2024-03-08,East,Headset,4,555.06
2023-05-26,West,Camera,29,81.45
2024-05-27,North,Mouse,38,750.9
2024-12-13,South,Laptop,27,265.53
2023-01-26,South,Laptop,38,718.33
2023-07-26,West,Keyboard,17,266.02
2024-10-26,South,Camera,8,82.04
2024-12-24,West,Camera,24,77.39
2024-12-25,West,Camera,33,493.54
2023-06-13,West,Headset,25,44.69
2023-06-24,East,Headset,10,138.08
2023-05-29,South,Camera,4,341.47
2023-11-13,West,Monitor,12,102.87
2023-05-15,South,Keyboard,40,614.66
2023-01-13,West,Laptop,32,439.37
2023-01-06,West,Mouse,14,475.2
2024-05-02,West,Laptop,29,72.73
2024-09-06,North,Mouse,36,229.71
2024-10-05,South,Keyboard,12,127.12
2024-10-30,East,Keyboard,10,684.53
2024-11-14,East,Monitor,6,48.73
2024-03-02,South,Mouse,19,492.76
2024-12-09,South,Laptop,38,294.55
2023-02-06,North,Monitor,21,301.17
2024-01-24,North,Laptop,36,61.29
2024-04-27,South,Keyboard,18,270.07
2024-02-28,South,Camera,14,493.52
2023-04-22,North,Laptop,39,747.77
2024-12-24,East,Laptop,39,679.76
2023-09-23,East,Mouse,40,454.48
2024-06-16,West,Laptop,12,708.09
2023-08-27,East,Mouse,1,103.38
2024-04-21,North,Camera,14,641.66
2024-01-18,,Keyboard,10,25.50
2024-02-29,West,Keyboard,22,286.22
2024-10-14,South,Keyboard,13,555.11
2023-09-18,North,Monitor,20,410.28
2023-11-28,North,Keyboard,22,279.68
2024-08-05,North,Mouse,13,271.11
2023-12-13,West,Laptop,3,520.07
2024-05-08,South,Camera,30,714.73
2024-07-03,East,Laptop,27,742.95
2023-02-27,East,Headset,21,448.59
2023-01-20,South,Headset,22,641.63
2023-12-29,North,Mouse,18,674.18
2023-12-14,West,Camera,35,675.5
2024-08-07,West,Mouse,39,102.31
2023-11-12,East,Camera,3,224.48
2023-03-30,West,Mouse,24,367.01
2023-11-06,South,Headset,20,148.26
2024-01-19,North,Mouse,6,360.58
2023-01-26,West,Headset,10,160.27
2024-05-10,East,Monitor,10,617.89
2023-04-11,South,Mouse,3,372.9
2024-12-31,North,Keyboard,20,746.55
2024-12-04,North,Monitor,30,712.46
2023-04-16,East,Keyboard,37,609.21
2024-10-16,South,Monitor,13,162.11
2024-01-18,North,Mouse,abc,15.00
2023-10-11,East,Laptop,8,225.4
2023-06-11,East,Keyboard,1,767.06
2024-07-27,North,Mouse,35,286.75
2023-11-23,East,Mouse,19,463.53
2023-06-25,North,Monitor,40,714.87
2024-07-07,West,Keyboard,9,32.9
2024-11-22,North,Keyboard,25,52.5
2024-03-12,West,Mouse,39,714.11
2024-10-06,West,Headset,23,256.83
2023-07-22,North,Laptop,37,114.12
2024-12-16,West,Keyboard,30,255.21
2024-10-21,West,Laptop,15,758.48
2023-05-28,East,Monitor,26,154.85
2024-11-12,East,Monitor,30,395.13
2023-03-08,West,Keyboard,23,388.14
2023-06-24,East,Monitor,39,464.0
2024-06-04,North,Laptop,7,267.44
2024-10-27,North,Monitor,35,374.17
2024-08-27,West,Mouse,40,202.52
2023-06-12,West,Laptop,5,279.16
2024-12-11,West,Laptop,37,631.99
2024-07-11,South,Mouse,5,594.1
2024-12-29,West,Keyboard,38,480.9
2023-11-30,North,Laptop,12,253.35
2024-01-19,South,,12,25.50
2024-02-20,North,Headset,7,551.55
2024-09-02,West,Monitor,32,519.54
2023-03-04,North,Mouse,9,710.94
2024-10-13,North,Mouse,10,367.85
2023-10-26,West,Headset,37,363.26
2023-07-30,East,Monitor,37,637.53
2024-11-26,East,Laptop,23,792.33
2024-08-19,North,Headset,33,329.32
2023-05-11,East,Keyboard,24,721.85
2023-02-24,North,Camera,36,658.4
2024-01-03,North,Monitor,2,195.84
2024-12-20,West,Camera,21,572.3
2024-02-20,West,Laptop,35,176.86
2023-06-27,West,Mouse,13,448.78
2024-01-04,West,Mouse,19,797.99
2024-11-17,South,Mouse,1,66.68
2023-01-17,South,Camera,32,529.76
2023-05-20,North,Mouse,27,689.52
2024-12-13,West,Headset,12,368.97
2024-03-10,West,Laptop,23,188.34
2024-03-10,North,Headset,32,678.98
2023-08-31,East,Laptop,35,465.32
2023-02-04,North,Headset,31,566.86
2023-04-26,West,Camera,6,122.25
2024-01-19,East,Monitor,-3,120.00
2024-06-23,East,Laptop,34,71.81
2024-09-16,North,Mouse,31,508.22
2024-11-10,North,Camera,35,640.5
2023-11-16,North,Monitor,35,625.04
2024-04-25,West,Headset,31,463.43
2023-12-06,West,Monitor,19,238.47
2023-02-06,East,Camera,37,215.75
2024-10-06,West,Headset,11,462.56
2024-11-03,East,Camera,40,31.57
2024-05-11,North,Mouse,33,70.72
2023-10-12,East,Mouse,40,231.97
2023-09-21,North,Camera,8,487.02
2024-08-28,South,Camera,29,302.12
2023-06-29,East,Camera,16,393.09
2024-06-24,North,Monitor,6,774.2
2024-09-01,South,Laptop,27,618.59
2023-09-01,West,Camera,11,176.58
2023-12-20,North,Camera,17,606.83
2023-04-29,North,Mouse,30,325.01
2023-11-05,West,Camera,35,194.59
2024-11-30,West,Laptop,17,124.67
2024-03-21,North,Monitor,29,311.78
2023-11-20,North,Keyboard,35,513.57
2024-03-18,East,Monitor,18,221.0
2024-01-20,West,Keyboard,10,
2023-04-11,East,Camera,38,319.01
2024-11-22,South,Camera,38,618.69
2024-06-16,East,Camera,12,257.48
2023-01-11,North,Keyboard,1,334.89
2024-06-21,North,Camera,29,287.7
2023-10-18,East,Mouse,3,28.72
2023-04-05,North,Headset,14,760.89
2024-10-15,North,Camera,8,78.25
2024-09-11,South,Laptop,37,644.53
2023-07-09,North,Camera,12,210.14
2024-04-23,North,Camera,30,738.93
2023-10-11,West,Camera,21,213.3
2023-03-17,East,Keyboard,25,316.99
2023-03-03,East,Monitor,12,358.05
2024-05-18,South,Headset,26,150.97
2024-05-18,North,Mouse,35,617.28
2023-08-12,North,Laptop,17,91.6
2023-03-16,North,Headset,17,624.02
2023-01-20,West,Mouse,1,746.99
2024-11-11,West,Monitor,10,563.04
2024-02-05,North,Headset,32,387.73
2024-02-18,North,Headset,15,12.61
2024-12-06,West,Keyboard,37,432.89
2024-01-03,East,Camera,20,326.49
hello,this,is,not,valid
2024-10-09,North,Monitor,35,684.14
2023-12-15,North,Laptop,19,521.76
2023-06-30,North,Laptop,13,246.11
2024-02-04,North,Camera,23,394.34
2024-01-21,North,Keyboard,10
2024-10-09,West,Camera,13,120.55
2023-07-17,North,Camera,38,198.4
2024-02-03,North,Headset,20,404.75
2024-04-05,North,Keyboard,22,54.28
2023-02-13,West,Keyboard,14,647.61
2024-11-14,West,Camera,35,127.67
2024-08-16,South,Keyboard,3,591.01
2024-05-15,North,Laptop,40,46.18
2024-12-19,South,Keyboard,12,509.8
2023-11-11,North,Laptop,40,144.84
2024-08-28,North,Keyboard,8,402.74
2024-09-22,South,Keyboard,13,346.71
2024-11-25,West,Monitor,8,780.92
2024-08-12,South,Monitor,14,613.74
2024-08-30,South,Monitor,5,105.39
2023-05-25,West,Mouse,24,447.19
2024-03-25,South,Headset,3,115.36
2024-10-09,West,Mouse,2,704.91
2023-03-24,North,Keyboard,12,741.65
2024-12-24,East,Laptop,31,556.96
2023-07-31,South,Camera,18,423.24
2024-02-26,South,Mouse,40,556.42
2024-09-02,South,Camera,32,493.52
2023-04-01,East,Monitor,27,13.61
2023-08-30,South,Keyboard,34,781.67
2024-09-25,East,Headset,33,183.23
2024-10-03,South,Monitor,4,163.04
2023-06-02,West,Laptop,12,136.21
2023-02-14,North,Camera,24,235.2
2024-03-21,East,Monitor,40,646.07
2024-04-09,North,Keyboard,4,740.64
2023-06-30,South,Keyboard,32,416.77
2023-03-14,South,Camera,29,478.24
2023-11-30,West,Mouse,21,191.75
2023-04-23,East,Mouse,7,197.32
2024-02-27,South,Laptop,15,68.09
